Species	Fruiting_body_type3	Fruiting_body_type1	Fruiting_body_type2	corrected
Phaeomarasmius_proximans	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Phaeomarasmius_curcuma	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Pholiota_tuberculosa	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Pholiota_multifolia_G1941_MINF0926423_M	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Tubaria_serrulata	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Tubaria_punicea	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Tubaria_rufofulva_G1703_PERTH_8320063	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Tubaria_vinicolor	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Tubaria_bispora	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Tubaria_confragosa	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Tubaria_praestans	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Tubaria_segestria	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Tubaria_conspersa	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Tubaria_sp._G0285_DB3430	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Tubaria_hiemalisvarmajor	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Tubaria_dispersa_G0540_NL2430	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Tubaria_albostipitata	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Phaeomarasmius_sp._G0930_NL5185	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Phaeomarasmius_erinaceus_G0512_NL0377	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Phaeomarasmius_rimulincola	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Flammulaster_rhombospora	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Flammulaster_carpophilus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Phaeomyces_dubiosus_KF830089	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Phaeomarasmius_erinaceellus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Flammulaster_muricatus_G0718_NL5380	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Pachylepirium_fulvidula_KF830080	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Cyclocybe_cylindrACea_KM260149	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Cyclocybe_erebioides_KM260151	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Agrocybe_erebia	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Calathella_columbiana_AY570993	NA	Cyphelloid	Cyphelloid	Cyphelloid
Meottomyces_dissimulans_Phaeogalera_diss	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Stropharia_coronilla_G0809_NL4234	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Stropharia_hardii	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Stropharia_rugosoannulata_G0097_NL5073	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Stropharia_melanosperma_G0667_DB2013	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Stropharia_ambigua	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Stropharia_sp._G0792_NL5422	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Stropharia_hornemannii	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Stropharia_caerulea	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Stropharia_aeruginosa_G0439_NL3121	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Stropharia_albonitens_G0187_NL3945	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Stropharia_inuncta_G0972_NL5406	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Clavogaster_novozelandicus_G1337_JAC109	NA	Gasteroid	Gasteroid	Gasteroid
Weraroa_virescens_G1251_KSBL84	NA	Gasteroid	Gasteroid	Gasteroid
Hypholoma_ericaeum	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Hypholoma_tuberosum_FJ461623	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Stropharia_luteonitens_G0427_NL3661	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Stropharia_umbonescens	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Protostropharia_semiglobata	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Hypholoma_marginatum_2256_H6043054	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Hypholoma_ACutum_KM975357	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Hypholoma_subviride	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Hypholoma_fasciculare	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Hypholoma_australe_O.K.Mill._1770	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Hypholoma_frowardii_G1249_KSBL122	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Hypholoma_capnoides	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Hypholoma_lateritium	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Hypholoma_elongatum_cf._G0790_NL5411	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Bogbodia_uda_Hypholoma_udum_G0990_NL5	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psilocybe_longispora	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Hypholoma_subericaeum_G0580_DB3787	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Hypholoma_radicosum	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Hypholoma_ericaeoides_G0287_DB3759	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Pholiota_chrysmoides_G1246_KSBL59	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Pholiota_sp._G1244_KSBL123	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Leratiomyces_similis	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Leratiomyces_erythrocephalus_G1250_KSBL	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Leratiomyces_ceres_Stropharia_aurantiaca	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Hypholoma_puigarii_B2203_Lechner6	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Leratiomyces_laetissimus_G0196_NL0882	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Leratiomyces_squamosa_Stropharia_squamos	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Phaeonematoloma_myosotis	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Pholiota_lenta	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Pholiota_astragalina_aff_._G0989_NL5417	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Pholiota_lubrica_G0252_DB1902	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Pholiota_velaglutinosa_G2000_UC18595	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Nivatogastrium_nubigenum	NA	Gasteroid	Gasteroid	Gasteroid
Pholiota_spumosa_G0436_NL3960	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Pholiota_mixta_G0844_DB4866	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Pholiota_communis_2140	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Pholiota_highlandensis	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Pholiota_chionophila_G1999_UC1999277UC7	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Pholiota_henningsii	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Pholiota_squarrosa_G0803_NL3936	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Pholiota_squarrosoides_G0510_PV_5402	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Pholiota_flammans_G0653_DB4221	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Pholiota_mucigera_isotype_G0951_PRM_842	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Pholiota_adiposa_G0238_DB4775	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Pholiota_cerifera	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Pholiota_limonella_G0779_DB4706	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Pholiota_cerifera_G0929_NL0592	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Pholiota_conissans_G0309_DB3771	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Pholiota_subflammans_G1245_KSBL115	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Pholiota_gummosa_G0696_DB2777	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Agrocybe_firma_2244_H6043035	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Agrocybe_putaminum	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Agrocybe_smithii	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Agrocybe_praecox	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Agrocybe_acericola_G0119_NL5160	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Leratiomyces_smaragdina	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Agrocybe_pediades	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Agrocybe_ochracea_G0141_NL0560	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Phaeocollybia_phaeogaleroides_G1084_OSC	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Agrocybe_dura_G0304_DB3554	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Agrocybe_vervacti_G0553_NL2653	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psilocybe_azurescens	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psilocybe_cyanescens	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psilocybe_allenii_HE994460	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psilocybe_weraroa_G1252_KSBL86	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psilocybe_mesCAleroensis_KC669324	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psilocybe_subaeruginosa	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psilocybe_moravicavarsternberkiana	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psilocybe_bohemica	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psilocybe_arcana	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psilocybe_serbica	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psilocybe_thaidupliCATocystidiATA_KC669	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psilocybe_subaeruginascens	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psilocybe_cubensis	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psilocybe_subcubensis_AB104734	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psilocybe_yungensis_KC669330	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psilocybe_fAGicola_KC669322	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psilocybe_zapotecoantillarum_KC669331	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psilocybe_tampanensis	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psilocybe_argentipes	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psilocybe_CAerulescens_KC669317	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psilocybe_meridionalis_G1260_SanchezJaco	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psilocybe_hispaniCA_KC669323	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psilocybe_semilanceata_G0315_NL5335	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psilocybe_pelliculosa_HF678213	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psilocybe_stuntzii	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psilocybe_fimetaria	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psilocybe_liniformans	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Kuehneromyces_mutabilis_G0461_DB980	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Kuehneromyces_brunneoalbescens_KM975388	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Kuehneromyces_rostratus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Agrocybe_arvalis_G0766_NL3017	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Agrocybe_pusiola_G0140_NL2006	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Hebeloma_velutipes	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Hebeloma_flaccidum_G1790_DBGF023208	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Hebeloma_felleum_G1787_DBGF020053	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Hebeloma_oregonense_var._oregonense_G17	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Hebeloma_crustuliniforme	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Hebeloma_affine	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Hebeloma_velatum_G1788_DBGF016388	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Hebeloma_mesophaeum_G0419_NL3937	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Hebeloma_sinapizans_G0234_DB4877	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Hebeloma_dissiliens_G1792_DBGF016871	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Hebeloma_collariatum_G0174_NL4113	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Hebeloma_gregaria_G1961_MINF0926417_MI	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Hebeloma_syrjense_JQ751252	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Hebeloma_erumpens_JQ751244	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Hebeloma_griseopruinatum_type_JQ751258	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Hebeloma_theobrominum_JQ751246	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Hebeloma_vesterholtii_type_JQ751225	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Hebeloma_westraliense_G1744_PERTH_82421	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Hebeloma_lactariolens	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Hebeloma_parvicystidiatum_JQ751222	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Hebeloma_plesiocistum_type_JQ751248	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Hebeloma_alboerumpens_type_JQ751256	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Hebeloma_strophosum_var._occidentale_G1	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Hebeloma_olympianum	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Hebeloma_longicaudum	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Hebeloma_minus	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Hebeloma_pusillum	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Hebeloma_alpinum	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Hebeloma_fastibile	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Hebeloma_lutense	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Alnicola_salabertii	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Naucoria_escharoides	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Naucoria_silvaenovae	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Naucoria_geraniolens	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Naucoria_scolecina	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Naucoria_sphagneti	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Alnicola_dubis	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Naucoria_subconspersa	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Naucoria_striatula	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Naucoria_luteolofibrillosa	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Alnicola_umbrina	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Alnicola_cholea	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Naucoria_bohemica_G0741_DB4713	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Naucoria_salicis_G0398_DB3850	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Hymenogaster_vulgaris	NA	Gasteroid	Gasteroid	Gasteroid
Hymenogaster_griseus_DQ133941	NA	Gasteroid	Gasteroid	Gasteroid
Hymenogaster_olivaceus	NA	Gasteroid	Gasteroid	Gasteroid
Hymenogaster_tener	NA	Gasteroid	Gasteroid	Gasteroid
Hebeloma_hetieri_G0175_NL4191	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Hebeloma_fusisporum_G0147_NL1462	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Hebeloma_sacchariolens_G0260_DB4918	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Hebeloma_eburneum_G0307_DB3711	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Hebeloma_hiemale_G0590_NL3485	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Hebeloma_insigne_G1783_DBGF017916	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Hebeloma_cylindrosporum	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Hebeloma_praeolidum_G1797_DBGF016389	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Hebeloma_aggregatum_G1786_DBGF018499	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Alnicola_inculta	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Hebeloma_viCToriense_KF727346	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyloma_leucocarpum_G2067_KSBR185	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psathyloma_psathyrelloides_G1139_KSBR13	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Hymenogaster_bulliardii	NA	Gasteroid	Gasteroid	Gasteroid
Phaeocollybia_pseudofestiva	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Phaeocollybia_scatesiae	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Phaeocollybia_festiva	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Phaeocollybia_fallax	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Phaeocollybia_olivacea	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Phaeocollybia_spadicea	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Phaeocollybia_attenuata	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Phaeocollybia_californica	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Phaeocollybia_sp._G0746_NL5404	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Phaeocollybia_lugubris_G0733_DB4555	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Phaeocollybia_redheadii	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Phaeocollybia_kauffmanii	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Phaeocollybia_jennyae_G0605_DB2808	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Phaeocollybia_arduennensis_G0186_NL3491	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Phaeocollybia_meGAlospora_var._tetraspor	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Phaeocollybia_dissiliens	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Phaeocollybia_piceae	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Phaeocollybia_sipei	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Phaeocollybia_radicata	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
GAlerina_alpestris_KC602412	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Galerina_sp._G1151_PV_2012	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Galerina_vittiformis_G1990_UC1860330	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Galerina_perplexa_2252_H6043009	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Galerina_atkinsoniana	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Galerina_nana	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Galerina_pseudocamerina	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Flammula_alnicola	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Phaeogalera_stagnina	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Galerina_pruinatipes	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Galerina_triscopa_G0781_DB4710	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Naucoria_amarescens	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Deconica_subviscida	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Deconica_micropora	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Deconica_schoeneti	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Deconica_pratensis	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Deconica_xeroderma	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Deconia_sp_HQ728542	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Deconica_inquilina	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Deconica_crobula	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psilocybe_silvatica	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psilocybe_pratensis_2124	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Deconica_montana_Psilocybe_montanakent_G	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Deconica_chionophila	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Deconica_phyllogena	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
DeconiCA_bayliasiana_KM975364	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
DeconiCA_novaezelandiae_KM975365	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psilocybe_apelliculosa	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psilocybe_aff._apelliculosa_CBS101811_AF	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
DeconiCA_vorax_KM975389	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Melanotus_subcuneiformis	Cyphelloid	Pileate-stipitate	Pileate-stipitate	Cyphelloid
Deconica_phillipsii	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Melanotus_hepatochrous_G1689_PERTH_6668	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Deconica_horizontalis	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
DeconiCA_citrispora_KM975379	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Deconica_merdicola_G0194_NL5364	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Deconica_merdaria_G0541_NL5357	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Deconica_pseudobullacea	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Deconica_coprophila	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Deconica_moelleri	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Deconica_subcoprophila_G0984_NL5412	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Psilocybe_caerulipes_KF830084	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
Galerina_similis_2254_H6043088	NA	Pileate-stipitate	Pileate-stipitate	Pileate-stipitate
